bank,review,clean_review,rating,date,source,sentiment,sentiment_score
CBE,It is great and fast app to transfer money,It is great and fast app to transfer money,5,2024-09-14,Google Play,positive,0.9992750287055969
CBE,I'm CBE costumer for more than ten years And mobile banking almost three years I have to say CBE is the leading app so far,Im CBE costumer for more than ten years And mobile banking almost three years I have to say CBE is the leading app so far,5,2024-02-03,Google Play,positive,0.9931299090385437
CBE,Not working... it says. Can't Sync...,Not working... it says. Cant Sync...,1,2020-06-26,Google Play,negative,0.9997203946113586
CBE,Has a good service with a hope to improve. Much.,Has a good service with a hope to improve. Much.,3,2021-04-04,Google Play,positive,0.9998268485069275
CBE,It is easy and fast app,It is easy and fast app,4,2022-09-22,Google Play,positive,0.9992641806602478
CBE,Easy and reliable app love it,Easy and reliable app love it,5,2021-03-18,Google Play,positive,0.9997780919075012
CBE,"It's reliable, fast,and easy to use","Its reliable, fast,and easy to use",5,2024-10-04,Google Play,positive,0.9997822642326355
CBE,With this app i can not share or download transaction data after pay or transfer,With this app i can not share or download transaction data after pay or transfer,3,2022-10-18,Google Play,negative,0.9954807758331299
CBE,Absolutely The Best Mobile banking i ever seen thank you CBE !!!,Absolutely The Best Mobile banking i ever seen thank you CBE !!!,5,2023-03-16,Google Play,positive,0.9998188614845276
CBE,One of the best apps ever created. Its very beneficial I like it more,One of the best apps ever created. Its very beneficial I like it more,5,2022-08-04,Google Play,positive,0.999872088432312
CBE,"It's ask me update then i was going to my branch they updated my mobile banking but still not working!""",Its ask me update then i was going to my branch they updated my mobile banking but still not working!,1,2024-09-18,Google Play,negative,0.9988940358161926
CBE,Good app and smooth services.,Good app and smooth services.,5,2024-03-05,Google Play,positive,0.9998457431793213
CBE,Simple and easy to use.,Simple and easy to use.,4,2022-10-14,Google Play,positive,0.9997629523277283
CBE,The app is good..but where I get authorization key.,The app is good..but where I get authorization key.,2,2020-08-29,Google Play,neutral,0.558645486831665
CBE,It wouldn't sync usually.,It wouldnt sync usually.,5,2022-02-12,Google Play,negative,0.9930732846260071
CBE,Best to be Best as your Age of Surveillance Old.,Best to be Best as your Age of Surveillance Old.,3,2023-11-20,Google Play,negative,0.9969603419303894
CBE,Wow makes my Business Smarter and Faster. Thank you for Details.,Wow makes my Business Smarter and Faster. Thank you for Details.,5,2022-03-08,Google Play,positive,0.9998680353164673
CBE,crashes after update for v2. please reply for comments asap.,crashes after update for v2. please reply for comments asap.,1,2019-03-17,Google Play,negative,0.9996559619903564
CBE,good but sometimes system is sometimes hard,good but sometimes system is sometimes hard,3,2022-02-14,Google Play,negative,0.9171890020370483
CBE,Good Interface and user frendly app great work cbe👍🏻,Good Interface and user frendly app great work cbe,4,2021-08-05,Google Play,positive,0.9996620416641235
CBE,Best app with smooth experience.,Best app with smooth experience.,5,2021-05-13,Google Play,positive,0.9995704293251038
CBE,Fast and Easy to use.,Fast and Easy to use.,5,2023-04-06,Google Play,positive,0.9996138215065002
CBE,To speak frankly the app is good but it is too slow,To speak frankly the app is good but it is too slow,1,2022-08-27,Google Play,negative,0.9974907636642456
CBE,Good improvement👍 number one app with in the bank industry.,Good improvement number one app with in the bank industry.,5,2023-05-18,Google Play,positive,0.9941976070404053
CBE,It is a great application with full of credibility.,It is a great application with full of credibility.,5,2022-06-18,Google Play,positive,0.9997304081916809
CBE,I can't transfer to telebirr and takes time to scan,I cant transfer to telebirr and takes time to scan,1,2024-03-09,Google Play,negative,0.9987201690673828
CBE,It's very fast and reliable,Its very fast and reliable,4,2022-02-01,Google Play,positive,0.9998303651809692
CBE,Lot of things missing and doesn't update quickly,Lot of things missing and doesnt update quickly,2,2022-10-23,Google Play,negative,0.9990672469139099
CBE,Good but needs further features!,Good but needs further features!,3,2022-07-14,Google Play,positive,0.9194703102111816
CBE,Clear and very easy,Clear and very easy,5,2021-12-02,Google Play,positive,0.9998263716697693
CBE,"Wow it is really easier way to communicate business men , even it is more than Front CBE servant.","Wow it is really easier way to communicate business men , even it is more than Front CBE servant.",4,2022-02-14,Google Play,positive,0.9855595827102661
CBE,You make it easier and faster to use,You make it easier and faster to use,5,2020-11-14,Google Play,positive,0.9985198378562927
CBE,Nice app it's help life runs easly and facilititet busines fast,Nice app its help life runs easly and facilititet busines fast,5,2021-08-31,Google Play,positive,0.9905637502670288
CBE,Easy to use and also fast,Easy to use and also fast,5,2024-08-01,Google Play,positive,0.9995656609535217
CBE,Very efficient and easy to use I like it,Very efficient and easy to use I like it,5,2021-01-25,Google Play,positive,0.9998667240142822
CBE,It is broken after the last update!!!,It is broken after the last update!!!,2,2023-12-01,Google Play,negative,0.9996628761291504
CBE,It's not working it only updates I can't even see my balance,Its not working it only updates I cant even see my balance,2,2020-12-02,Google Play,negative,0.9990972280502319
CBE,Always....busy Cant sync is common problem,Always....busy Cant sync is common problem,5,2022-02-15,Google Play,negative,0.9996442794799805
CBE,Simple and easy to use.,Simple and easy to use.,5,2022-02-20,Google Play,positive,0.9997629523277283
CBE,Why build a skyscraper when your mobile app is this bad!!!... Priorities !!!!,Why build a skyscraper when your mobile app is this bad!!!... Priorities !!!!,1,2021-06-04,Google Play,negative,0.9997913241386414
CBE,Very very slow app i have no idea,Very very slow app i have no idea,3,2023-08-28,Google Play,negative,0.9996479749679565
CBE,It's good but a bit late and stack a lot,Its good but a bit late and stack a lot,5,2023-05-10,Google Play,neutral,0.5616689920425415
CBE,I like the app it's simple and transparent,I like the app its simple and transparent,5,2023-12-30,Google Play,positive,0.9975371360778809
CBE,"hello,all ethiopian to east africa and all over the world.i am from ethiopia.i wos have disegned new digital transaction system in ethiopia.this our money transaction to be active when we need all our transaction to any where.this is also exellent way to connect by digital transaction with global country.......like china...us...italy....phli....etc through the world...we have been lucky by making a great digital connection system to develop our CBE birr with global transaction...in ethiopia...","hello,all ethiopian to east africa and all over the world.i am from ethiopia.i wos have disegned new digital transaction system in ethiopia.this our money transaction to be active when we need all our transaction to any where.this is also exellent way to connect by digital transaction with global country.......like china...us...italy....phli....etc through the world...we have been lucky by making a great digital connection system to develop our CBE birr with global transaction...in ethiopia...",5,2024-11-10,Google Play,positive,0.9685644507408142
CBE,Very thoughtful it's making work very simple.,Very thoughtful its making work very simple.,5,2020-11-25,Google Play,positive,0.9998137354850769
CBE,Good look and easy to use.,Good look and easy to use.,5,2020-06-25,Google Play,positive,0.9998676776885986
CBE,"Fast and secure service, exchange money everywhere","Fast and secure service, exchange money everywhere",5,2021-11-15,Google Play,positive,0.9919559955596924
CBE,It is clear and nice application. Becuase it is more Userfriend app.,It is clear and nice application. Becuase it is more Userfriend app.,5,2020-06-28,Google Play,positive,0.9971373081207275
CBE,No eady way to check balance after deposit or withdrawal.,No eady way to check balance after deposit or withdrawal.,2,2020-11-19,Google Play,negative,0.9992639422416687
CBE,Simple and easy to use,Simple and easy to use,5,2020-09-13,Google Play,positive,0.9997318387031555
CBE,app is a good ideas and good version but this app not download my phone i want to use this app,app is a good ideas and good version but this app not download my phone i want to use this app,4,2021-01-20,Google Play,neutral,0.5934730768203735
CBE,Easy to use and user ፍሬንድልይ,Easy to use and user ፍሬንድልይ,5,2023-04-07,Google Play,positive,0.9834682941436768
CBE,It is easy to operat & issential app. I'm using still.,It is easy to operat issential app. Im using still.,5,2022-06-19,Google Play,negative,0.9942249655723572
CBE,It is very good up and it is to transfer money and pay for other things,It is very good up and it is to transfer money and pay for other things,3,2023-12-28,Google Play,positive,0.9998540878295898
CBE,I love it u can do what ever you want easily,I love it u can do what ever you want easily,5,2020-12-21,Google Play,positive,0.9998347759246826
CBE,Easy and simple.,Easy and simple.,5,2024-01-31,Google Play,positive,0.9996637105941772
CBE,Thanks for making easy access,Thanks for making easy access,5,2021-03-13,Google Play,positive,0.9997060894966125
CBE,"Easy and fast, timable","Easy and fast, timable",5,2023-08-30,Google Play,positive,0.99869304895401
CBE,Please solve problems very soon The app is denied to activate,Please solve problems very soon The app is denied to activate,1,2020-06-30,Google Play,negative,0.999134361743927
CBE,"Good, no bugs yet.","Good, no bugs yet.",4,2021-04-29,Google Play,positive,0.9987323880195618
CBE,Good application is nice to same time and effort,Good application is nice to same time and effort,5,2022-09-14,Google Play,positive,0.9996022582054138
CBE,It's good but recently it's not showing My Recent Transactions so do something about it,Its good but recently its not showing My Recent Transactions so do something about it,3,2023-04-14,Google Play,positive,0.9890384674072266
CBE,Interesting application any updates should have to included timely,Interesting application any updates should have to included timely,5,2024-10-02,Google Play,positive,0.9440324306488037
CBE,A wonderful Efficient n reliable app!,A wonderful Efficient n reliable app!,5,2022-08-14,Google Play,positive,0.9998840093612671
CBE,Wow very easy and wonderful app,Wow very easy and wonderful app,5,2021-06-06,Google Play,positive,0.9998797178268433
CBE,What is this this is the worest app i have ever seen they gave me a code but it say it doesn't work and they blocked me,What is this this is the worest app i have ever seen they gave me a code but it say it doesnt work and they blocked me,1,2021-05-15,Google Play,negative,0.999625563621521
CBE,Upgraded to user friendly,Upgraded to user friendly,5,2020-06-25,Google Play,positive,0.9844954609870911
CBE,since i down loaded this APP nothing any problem happened .it very nice app,since i down loaded this APP nothing any problem happened .it very nice app,5,2023-01-13,Google Play,positive,0.9993116855621338
CBE,Excellent apps and very friendly,Excellent apps and very friendly,5,2023-06-06,Google Play,positive,0.9998792409896851
CBE,Very interesting application and very useful .,Very interesting application and very useful .,5,2024-07-09,Google Play,positive,0.9998726844787598
CBE,Simple and easy to use,Simple and easy to use,5,2021-09-04,Google Play,positive,0.9997318387031555
CBE,Fast and user friendly app,Fast and user friendly app,5,2024-07-03,Google Play,positive,0.9990848302841187
CBE,Fast and easy to use,Fast and easy to use,5,2022-02-12,Google Play,positive,0.9995805621147156
CBE,Hi Cbe the updeted app is still not instoled becouse app problem...,Hi Cbe the updeted app is still not instoled becouse app problem...,1,2022-02-15,Google Play,negative,0.9897109866142273
CBE,Easy and simple...i like it,Easy and simple...i like it,5,2022-06-09,Google Play,positive,0.9998542070388794
CBE,Fast and secure banking app I've ever seen,Fast and secure banking app Ive ever seen,5,2022-06-30,Google Play,positive,0.9982424974441528
CBE,Can't update or syinc transactions,Cant update or syinc transactions,1,2022-05-22,Google Play,negative,0.9725379943847656
CBE,Thank you for your service......great app i am enjoying it.,Thank you for your service......great app i am enjoying it.,5,2022-12-09,Google Play,positive,0.9998766183853149
CBE,It performs two transaction with just one request....በጣም ቆሻሻ የሆነ app nw የእዉነት,It performs two transaction with just one request....በጣም ቆሻሻ የሆነ app nw የእዉነት,1,2022-05-23,Google Play,negative,0.9816111326217651
CBE,I get the access from my nearest CBE branch but i still couldn't see my transactions,I get the access from my nearest CBE branch but i still couldnt see my transactions,1,2020-12-28,Google Play,negative,0.994268536567688
CBE,I too like the service of this app it is the special service for all,I too like the service of this app it is the special service for all,5,2022-01-18,Google Play,positive,0.9511805772781372
CBE,It's good but i can't send money for other tell birr account i don't like this ....,Its good but i cant send money for other tell birr account i dont like this ....,4,2024-02-16,Google Play,negative,0.991611659526825
CBE,The app stops working,The app stops working,1,2024-02-11,Google Play,negative,0.999688982963562
CBE,Very nice. Fast and easy. I love it.,Very nice. Fast and easy. I love it.,5,2020-08-14,Google Play,positive,0.9998799562454224
CBE,This app is mot working after the recent update.,This app is mot working after the recent update.,1,2019-03-07,Google Play,negative,0.9984531402587891
CBE,Comfortable and easiest app,Comfortable and easiest app,5,2021-06-27,Google Play,positive,0.9998262524604797
CBE,It is easy and simple to use it.,It is easy and simple to use it.,5,2024-04-04,Google Play,positive,0.9983181953430176
CBE,Absolute trash after an update,Absolute trash after an update,1,2019-03-14,Google Play,negative,0.9998000264167786
CBE,"Easy, versatile and secure financial transaction mobile app in Ethiopia.","Easy, versatile and secure financial transaction mobile app in Ethiopia.",5,2021-09-07,Google Play,positive,0.9992190599441528
CBE,Excellent Application that's appropriate for use.,Excellent Application thats appropriate for use.,5,2020-12-03,Google Play,positive,0.9998542070388794
CBE,It is best app it remove waste of time.,It is best app it remove waste of time.,1,2021-11-16,Google Play,negative,0.9981326460838318
CBE,"It is better, but active the transifer of money to own CBE account.","It is better, but active the transifer of money to own CBE account.",5,2023-04-29,Google Play,negative,0.9916383624076843
CBE,A great app that makes life easy.,A great app that makes life easy.,5,2022-11-18,Google Play,positive,0.9997650980949402
CBE,Good Application but it stops sametime,Good Application but it stops sametime,5,2020-11-02,Google Play,negative,0.7759270668029785
CBE,The New Update is no1. It deserve 5 stars +. Good job CBE.,The New Update is no1. It deserve 5 stars . Good job CBE.,5,2020-08-10,Google Play,positive,0.7223959565162659
CBE,"Lately, it is not working","Lately, it is not working",1,2021-04-17,Google Play,negative,0.9997062087059021
CBE,best app keep the update for new features,best app keep the update for new features,4,2021-10-21,Google Play,positive,0.998214840888977
CBE,this is best but add traffic fine app.,this is best but add traffic fine app.,4,2021-07-17,Google Play,positive,0.9989206790924072
CBE,It has simply simplified my life..i love it.,It has simply simplified my life..i love it.,5,2022-04-25,Google Play,positive,0.9996981620788574
CBE,An interesting digital platform,An interesting digital platform,5,2022-02-12,Google Play,positive,0.9998338222503662
CBE,The problem that I have seen is some of the branches specially out of Addis Ababa doesn't have a know how about this application to authenticate it,The problem that I have seen is some of the branches specially out of Addis Ababa doesnt have a know how about this application to authenticate it,4,2022-02-13,Google Play,negative,0.9996681213378906
CBE,Sometimes the app doesn't not working,Sometimes the app doesnt not working,4,2024-03-02,Google Play,negative,0.9996583461761475
CBE,A easy and wonderful app to use,A easy and wonderful app to use,5,2021-05-31,Google Play,positive,0.9998669624328613
CBE,Fast and reliable service,Fast and reliable service,5,2024-06-05,Google Play,positive,0.999779999256134
CBE,Simple for utility,Simple for utility,5,2021-01-04,Google Play,positive,0.6543298363685608
CBE,Very Great to used but don't sale out multiple,Very Great to used but dont sale out multiple,5,2022-12-17,Google Play,negative,0.8586267232894897
CBE,super fast and I can do everything in one place,super fast and I can do everything in one place,5,2020-08-11,Google Play,positive,0.9996449947357178
CBE,Really it is very important and time saving to make transaction trade benefecieries,Really it is very important and time saving to make transaction trade benefecieries,5,2022-08-25,Google Play,positive,0.9993788003921509
CBE,It's the perfect app for online mobile banking,Its the perfect app for online mobile banking,5,2022-04-22,Google Play,positive,0.9997753500938416
CBE,Easy to use and confidential,Easy to use and confidential,5,2023-03-02,Google Play,positive,0.9985954165458679
CBE,Doesn't work for Samsung A30s!,Doesnt work for Samsung A30s!,1,2021-08-11,Google Play,negative,0.997238039970398
CBE,The worst app.... Made me think I was robbed. Please fix or make an update,The worst app.... Made me think I was robbed. Please fix or make an update,1,2021-12-01,Google Play,negative,0.9998021721839905
CBE,This app is good for daily transction systems,This app is good for daily transction systems,3,2023-04-20,Google Play,positive,0.9966674447059631
CBE,Updating isn't working,Updating isnt working,2,2024-02-11,Google Play,negative,0.9693775177001953
CBE,Best app and user familiar with more information included,Best app and user familiar with more information included,5,2020-12-04,Google Play,positive,0.9975962042808533
CBE,It's cool even though it takes a thousand years to update.,Its cool even though it takes a thousand years to update.,4,2022-06-25,Google Play,positive,0.9996521472930908
CBE,what the app!!! i really really like this app. the best thing CBE done.,what the app!!! i really really like this app. the best thing CBE done.,5,2024-02-11,Google Play,positive,0.9997349381446838
CBE,Fast and reliable,Fast and reliable,5,2023-01-13,Google Play,positive,0.9998595714569092
CBE,"Thank you for easing the life and making our business modern ,easy and reachable.","Thank you for easing the life and making our business modern ,easy and reachable.",5,2022-02-12,Google Play,positive,0.9998629093170166
CBE,The Best And Suitabel And Easy To Use,The Best And Suitabel And Easy To Use,5,2022-05-26,Google Play,positive,0.999824583530426
CBE,I couldn't see my balance from mobile banking. It doesn't show any thing how can I fix it? please,I couldnt see my balance from mobile banking. It doesnt show any thing how can I fix it? please,1,2023-10-13,Google Play,negative,0.9993913173675537
CBE,It works perfectly for me and has many options......5 star......,It works perfectly for me and has many options......5 star......,5,2020-06-26,Google Play,positive,0.9998149275779724
CBE,Best app.. with no complications.,Best app.. with no complications.,5,2023-12-14,Google Play,positive,0.9982059001922607
CBE,To autherize new account it needs uninsrall dis not good fix it,To autherize new account it needs uninsrall dis not good fix it,5,2018-12-13,Google Play,negative,0.999459445476532
CBE,Awesome app keep up the good work 👏,Awesome app keep up the good work,5,2021-07-22,Google Play,positive,0.9998798370361328
CBE,Clear and easy to use,Clear and easy to use,5,2022-11-02,Google Play,positive,0.9998252987861633
CBE,Very fast and simple transfer app,Very fast and simple transfer app,5,2024-08-11,Google Play,positive,0.9953054785728455
CBE,Bdry good app and functional system,Bdry good app and functional system,5,2022-04-07,Google Play,positive,0.9998414516448975
CBE,Always sync failed,Always sync failed,1,2020-08-25,Google Play,negative,0.999683141708374
CBE,This app is not compatible for Samsung not,This app is not compatible for Samsung not,5,2021-08-17,Google Play,negative,0.999714195728302
CBE,Good but need more features,Good but need more features,3,2020-10-10,Google Play,positive,0.9774045944213867
CBE,Very poor as compared with the previous one.,Very poor as compared with the previous one.,1,2020-08-23,Google Play,negative,0.9998003840446472
CBE,this update is was not working,this update is was not working,1,2019-03-07,Google Play,negative,0.9997735619544983
CBE,When the connection is good the app also very good,When the connection is good the app also very good,4,2021-11-19,Google Play,positive,0.9997557997703552
CBE,Super fast app good work,Super fast app good work,3,2022-09-30,Google Play,positive,0.9998477697372437
CBE,Very useful and easy to use.,Very useful and easy to use.,5,2021-12-22,Google Play,positive,0.9998332262039185
CBE,Not working regularly,Not working regularly,3,2022-02-18,Google Play,negative,0.9997568726539612
CBE,Easy to use. I love it !,Easy to use. I love it !,5,2022-03-15,Google Play,positive,0.9998782873153687
CBE,Not working properly,Not working properly,2,2021-11-25,Google Play,negative,0.9997847676277161
CBE,Simple&fast app.I like it.,Simplefast app.I like it.,5,2022-06-14,Google Play,positive,0.999643087387085
CBE,Its very slow annoying,Its very slow annoying,1,2021-09-07,Google Play,negative,0.9997945427894592
CBE,WiFi integrated is not worked,WiFi integrated is not worked,1,2022-02-11,Google Play,negative,0.9993695616722107
CBE,It is easy and safe application,It is easy and safe application,5,2022-03-11,Google Play,positive,0.9995610117912292
CBE,The Commercial Bank of Ethiopia application is easy to use. Really recommended.,The Commercial Bank of Ethiopia application is easy to use. Really recommended.,5,2023-01-27,Google Play,positive,0.9994733929634094
CBE,Very useful app Help Me to pay my tuition fees in my house Thanks,Very useful app Help Me to pay my tuition fees in my house Thanks,5,2023-03-23,Google Play,positive,0.9960720539093018
CBE,I think the old was way better than this. I wish i never updated this app .,I think the old was way better than this. I wish i never updated this app .,1,2020-09-02,Google Play,negative,0.9986615180969238
CBE,It's very nice to use this app and no reason to be on the line.,Its very nice to use this app and no reason to be on the line.,5,2021-11-04,Google Play,negative,0.9971394538879395
CBE,"Great app, thank you cbe! You make my life easy!","Great app, thank you cbe! You make my life easy!",5,2022-02-05,Google Play,positive,0.9998136162757874
CBE,User friendly app. New of the kind in Ethio,User friendly app. New of the kind in Ethio,5,2022-08-09,Google Play,positive,0.995864987373352
CBE,Stopped showing received or deposits recently.,Stopped showing received or deposits recently.,3,2022-05-05,Google Play,negative,0.9988152980804443
CBE,Very good and easy to use app,Very good and easy to use app,1,2022-06-03,Google Play,positive,0.9998717308044434
CBE,Very poor and slow.,Very poor and slow.,1,2022-07-21,Google Play,negative,0.999778687953949
CBE,Nice and smooth to use.,Nice and smooth to use.,5,2021-09-10,Google Play,positive,0.999864935874939
CBE,Fast and reliable app .,Fast and reliable app .,5,2024-01-23,Google Play,positive,0.9997830986976624
CBE,its very annoying a company with this size doesn't respond to it's customer.very arrogant and ignorant,its very annoying a company with this size doesnt respond to its customer.very arrogant and ignorant,1,2019-03-19,Google Play,negative,0.999745786190033
CBE,as part of a secured app it should have request users for update before stop working.,as part of a secured app it should have request users for update before stop working.,1,2021-05-25,Google Play,negative,0.9980132579803467
CBE,It very nice connection So it is better to releases for us,It very nice connection So it is better to releases for us,5,2023-03-04,Google Play,positive,0.9990528225898743
CBE,It's good I like this app semtime sistem problem,Its good I like this app semtime sistem problem,4,2023-05-15,Google Play,positive,0.9958689212799072
CBE,"It's sweet app,do more to fix more fitures","Its sweet app,do more to fix more fitures",5,2020-09-03,Google Play,positive,0.9883993864059448
CBE,"This app taking 10 birr for every transaction, This is not fair,🤬","This app taking 10 birr for every transaction, This is not fair,",1,2023-11-16,Google Play,negative,0.9996115565299988
CBE,"Good ,easy and reliable","Good ,easy and reliable",5,2024-02-15,Google Play,positive,0.9998639822006226
CBE,Best of best app at all Cbe always relays on,Best of best app at all Cbe always relays on,5,2023-03-26,Google Play,positive,0.9962286949157715
CBE,So easy and clear to use the app,So easy and clear to use the app,5,2021-10-22,Google Play,positive,0.9967843294143677
CBE,fast and simple,fast and simple,5,2024-01-31,Google Play,positive,0.9997392296791077
CBE,I had very comfortable to used this app. The best app at all !!!,I had very comfortable to used this app. The best app at all !!!,5,2021-01-05,Google Play,positive,0.9997428059577942
CBE,Simetimes not working but as a biginig nice,Simetimes not working but as a biginig nice,3,2020-07-24,Google Play,positive,0.9970502853393555
CBE,I have been using this app for many times. But now stopped. How it is solved?,I have been using this app for many times. But now stopped. How it is solved?,5,2021-04-04,Google Play,negative,0.9967691898345947
CBE,This app doesn't work on my Samsung J6.,This app doesnt work on my Samsung J6.,1,2022-02-23,Google Play,negative,0.9990121126174927
CBE,It's fast and flexible,Its fast and flexible,5,2023-11-04,Google Play,positive,0.9998401403427124
CBE,I like this app but it's done not work so fix it please!!!,I like this app but its done not work so fix it please!!!,1,2024-11-06,Google Play,negative,0.9853762984275818
CBE,app not working after update if ur not aware of it already care to do something about it?,app not working after update if ur not aware of it already care to do something about it?,1,2019-03-26,Google Play,negative,0.9993306398391724
CBE,The old/previous version was better than this updated version.,The oldprevious version was better than this updated version.,1,2020-08-31,Google Play,positive,0.9897051453590393
CBE,Version 2 not working correctly,Version 2 not working correctly,3,2019-03-21,Google Play,negative,0.9998002648353577
CBE,Sometimes there is a problem of synchronization.,Sometimes there is a problem of synchronization.,4,2022-02-12,Google Play,negative,0.9988049268722534
CBE,It asks an authorization key. I can't get it,It asks an authorization key. I cant get it,2,2020-09-10,Google Play,negative,0.9968300461769104
CBE,Great app. Its 100% nice app than previous one.,Great app. Its 100 nice app than previous one.,5,2021-03-16,Google Play,positive,0.9998311996459961
CBE,"the best app, than you so much ,becouse of this app Things so easy","the best app, than you so much ,becouse of this app Things so easy",5,2023-03-11,Google Play,positive,0.99955815076828
CBE,By my self it is very nice i hope you will add another options!!,By my self it is very nice i hope you will add another options!!,4,2022-02-13,Google Play,positive,0.9998301267623901
CBE,It's a nice app & works properly.,Its a nice app works properly.,5,2022-04-07,Google Play,positive,0.9998451471328735
CBE,Well-done everyone who participate in the creation of this lovely financial app since it gives most important service for daily activity,Welldone everyone who participate in the creation of this lovely financial app since it gives most important service for daily activity,5,2023-04-28,Google Play,positive,0.999609649181366
CBE,Quick and easy to you it.. I liked it,Quick and easy to you it.. I liked it,5,2022-05-18,Google Play,positive,0.9998409748077393
CBE,Best App.I have used for many years.,Best App.I have used for many years.,5,2022-06-05,Google Play,positive,0.9995843768119812
CBE,Users should have verified themselves without the need to go in branch.,Users should have verified themselves without the need to go in branch.,3,2022-02-02,Google Play,negative,0.8845570087432861
CBE,It is good app before but now it's not working properly,It is good app before but now its not working properly,2,2021-09-21,Google Play,negative,0.9981877207756042
CBE,still now not not showing my balance but it open,still now not not showing my balance but it open,3,2020-08-19,Google Play,positive,0.998880922794342
CBE,Very active app. Good Technology !,Very active app. Good Technology !,5,2024-02-15,Google Play,positive,0.9998667240142822
CBE,Sometimes it's busy the remain is good,Sometimes its busy the remain is good,4,2022-05-13,Google Play,positive,0.9949657320976257
CBE,Really I like the new update. I rate it ☺️☺️,Really I like the new update. I rate it,5,2021-01-28,Google Play,positive,0.999677300453186
CBE,You do good on upgrading the app keep it up👍,You do good on upgrading the app keep it up,4,2020-10-18,Google Play,positive,0.9986429810523987
CBE,When App Updates it askes to reregistration from the branches,When App Updates it askes to reregistration from the branches,3,2020-09-04,Google Play,negative,0.9945921301841736
CBE,Why it's not found on App Gallery for Huawei users?,Why its not found on App Gallery for Huawei users?,2,2021-08-27,Google Play,negative,0.9994414448738098
CBE,I need to get the details of my utilities payment without going to the Bank. Thank you!,I need to get the details of my utilities payment without going to the Bank. Thank you!,3,2021-06-13,Google Play,positive,0.9996362924575806
CBE,CBE mob app works so well in Ethiopia and internationally too.,CBE mob app works so well in Ethiopia and internationally too.,5,2020-12-30,Google Play,positive,0.9991183876991272
CBE,Could you please add a finger print option,Could you please add a finger print option,5,2024-02-13,Google Play,negative,0.991972804069519
CBE,"Best app, I like it, it makes my life easy","Best app, I like it, it makes my life easy",5,2021-02-23,Google Play,positive,0.9997770190238953
CBE,It is easier to send money to friends and families,It is easier to send money to friends and families,5,2023-04-21,Google Play,negative,0.6965885758399963
CBE,This app is very useful because it is easy to use for everything.,This app is very useful because it is easy to use for everything.,5,2023-04-17,Google Play,positive,0.9980549812316895
CBE,Its not working properly .it say (syn error ),Its not working properly .it say syn error,2,2021-02-03,Google Play,negative,0.9998167157173157
CBE,"after I sent money, I couldn't get updated recent transaction.","after I sent money, I couldnt get updated recent transaction.",1,2022-12-04,Google Play,negative,0.9976964592933655
CBE,Thanks for service 🙏 and helping people's,Thanks for service and helping peoples,5,2023-10-16,Google Play,positive,0.9998248219490051
CBE,I just update this week it won't open now. Please fix it asap,I just update this week it wont open now. Please fix it asap,4,2019-03-21,Google Play,positive,0.9944057464599609
CBE,An amazing best application. U'r now more advanced.,An amazing best application. Ur now more advanced.,5,2020-08-18,Google Play,positive,0.9996722936630249
CBE,Not good enough for transfer funds to hellocash or rays microfinance.,Not good enough for transfer funds to hellocash or rays microfinance.,5,2022-02-14,Google Play,negative,0.9997928738594055
CBE,sometimes it will be busy.by somewhat it is good,sometimes it will be busy.by somewhat it is good,4,2023-01-06,Google Play,positive,0.9998049139976501
CBE,Very simple and satisfying app,Very simple and satisfying app,5,2022-02-12,Google Play,positive,0.9998786449432373
CBE,"I like it, it is easy to use!","I like it, it is easy to use!",5,2023-12-23,Google Play,positive,0.9997544884681702
CBE,Very good app and user friendly,Very good app and user friendly,4,2023-08-12,Google Play,positive,0.9998533725738525
CBE,Nice and easy application.,Nice and easy application.,5,2023-11-23,Google Play,positive,0.9998646974563599
CBE,"The worst Banking app in Ethiopia, I'm transferring money twice what's the fuxk? Even you will not get back the double payment if you tell the bank","The worst Banking app in Ethiopia, Im transferring money twice whats the fuxk? Even you will not get back the double payment if you tell the bank",1,2023-08-27,Google Play,negative,0.999762237071991
CBE,Amazing update but topup is not working properly!,Amazing update but topup is not working properly!,5,2020-07-23,Google Play,negative,0.9996097683906555
CBE,It was verified and important apps but some customer service officer did know how to verifying,It was verified and important apps but some customer service officer did know how to verifying,5,2024-07-19,Google Play,neutral,0.6079239845275879
CBE,Nice.....it is providing services exceptionally quickly. thanks 👂,Nice.....it is providing services exceptionally quickly. thanks,4,2024-04-20,Google Play,positive,0.9998376369476318
CBE,Very simple and fast,Very simple and fast,5,2024-07-27,Google Play,positive,0.9997982382774353
CBE,Best App but how can i use more two or more CBE app in one app.,Best App but how can i use more two or more CBE app in one app.,5,2024-05-13,Google Play,negative,0.9918330907821655
CBE,"Good but currently not update, the status","Good but currently not update, the status",4,2023-11-18,Google Play,positive,0.6450430154800415
CBE,Easy and secured,Easy and secured,5,2023-09-05,Google Play,positive,0.9997875094413757
CBE,Best Banking app of the time!,Best Banking app of the time!,5,2023-11-12,Google Play,positive,0.9997053742408752
CBE,"I can't downloaded the recipts which is very important one's, please fix it","I cant downloaded the recipts which is very important ones, please fix it",2,2023-12-08,Google Play,negative,0.9847175478935242
CBE,Very easy to use and fast,Very easy to use and fast,5,2023-08-05,Google Play,positive,0.9995656609535217
CBE,Fingerprint lock not working,Fingerprint lock not working,1,2023-07-26,Google Play,negative,0.9996874332427979
